Invoice No,Total Invoice Value
561625,488
561626,168
561627,454
C561628,-9
561629,0
561630,20
561631,458
561632,276
561633,8970
561634,40
561635,284
561636,224
561637,336
561638,0
561639,0
561640,0
561641,96
561642,191
561643,120
561644,504
561645,3180
561646,296
561647,2398
561648,99
C561649,0
561650,324
561651,1403
561652,0
561653,24
561654,213
561655,5528
561656,258
561657,24
561658,259
561659,3048
561660,0
561661,145
561662,90
561663,0
561664,432
561665,0
561666,0
561667,350
561668,0
561669,464
561670,90
561671,576
561672,576
561673,0
561674,0
561675,84
561676,82
561677,88
561678,98
561679,506
561680,24
C561681,-24
C561682,-42
561683,1
C561684,-15
561685,272
561686,335
561687,12
561688,232
561689,244
561690,228
561691,4
561692,96
561693,222
561694,284
561695,180
561696,46
561697,126
561698,352
561699,120
561700,168
561701,120
561702,436
561704,86
C561703,-80
561705,222
561706,144
561707,12
561708,92
561709,83
561710,156
561711,400
561712,166
561713,555
561714,84
561715,164
561719,94
C561725,-4
561732,92
561743,164
561750,277
561773,145
561774,220
561783,54
C561793,-9
561794,266
561795,378
561796,72
561797,558
561798,538
561799,157
561800,136
561801,106
561802,100
561803,100
561804,257
561805,0
561806,208
561807,262
561808,296
561809,0
561811,72
C561810,-480
561812,0
561813,144
561814,283
561815,34
561816,83
561817,328
561818,119
561819,86
561820,1322
561857,158
561858,232
561859,0
561860,25
561861,418
561862,242
561863,198
561864,336
561865,192
561866,76
561867,71
561868,117
561869,127
561870,481
561871,248
561872,36
561873,1320
561874,203
561875,404
561876,112
561877,176
561878,153
561879,538
561880,104
561881,336
561882,472
561883,48
561884,95
561885,247
C561886,0
561887,46
561888,222
561889,385
561890,208
561891,118
561892,89
561893,235
561894,274
561895,1
561896,318
561897,156
561898,1011
561899,412
561900,354
561901,10600
561902,1946
561903,208
561904,252
561905,110
561906,382
561907,122
561908,110
561909,202
561910,442
561911,751
561912,69
561913,4
561914,84
561915,557
561916,250
561917,187
561918,0
561919,0
561920,0
561921,0
561922,133
561923,570
561924,0
561925,122
561926,1439
561927,0
561928,24
561933,472
561936,192
561952,40
561955,24
561967,129
C561966,-4
561968,187
561969,143
561995,208
562002,700
562011,325
562014,236
562015,42
C562016,0
562017,676
562018,436
562019,440
C562020,-4
562021,168
C562022,-6
562023,205
562024,1357
562025,180
562029,1300
C562030,-3
562031,2407
562032,434
562033,260
562034,629
562035,282
562036,96
562037,241
562038,162
562039,52
562040,1192
C562041,-12
562042,708
562043,262
562044,0
562045,306
562046,2657
562047,15
C562048,-2
562049,132
562050,0
C562051,-12
562053,156
C562062,-4575
562085,646
C562086,-6721
562087,94
562088,216
562092,336
562093,242
562094,48
562095,87
562096,32
C562097,-25
562098,20
562099,290
562100,265
562101,1106
562102,962
562103,0
562104,2921
562105,98
562106,72
562107,200
562108,84
562109,300
C562110,-125
C562111,-3
562112,108
562113,1452
562114,1103
C562115,-5
C562116,-2
C562117,-4
C562118,-5
C562119,-20
562120,152
C562121,-23
C562122,0
562123,600
C562124,-31
562125,95
C562126,-12
562127,42
562128,302
562129,800
562130,214
562131,368
562132,382
562133,75
562134,0
562135,0
562136,72
562137,124
562138,561
C562139,-9
562140,71
562141,384
C562142,-14
562143,1672
C562144,-12
562145,270
562146,476
C562147,-13
562148,181
562150,168
C562149,-6
C562151,-2
562152,144
562153,708
C562154,-16
562155,0
562156,138
562157,591
562158,435
C562159,-12
C562160,-16
562161,175
562162,110
562163,176
562164,0
562166,330
562173,400
C562185,-6
C562188,-100
562199,150
562200,535
562201,141
562202,380
562203,616
562204,164
562205,235
C562206,-2
562207,943
562208,3
562209,320
562210,409
562211,42
562212,0
562213,242
562214,216
562215,0
562216,94
562217,214
562218,724
562219,846
562220,232
C562221,-258
562222,692
C562223,-250
562224,416
562225,3
562233,95
562255,0
562256,342
562257,88
562258,114
562259,60
562260,234
562261,96
562262,40
562263,149
562264,1288
C562267,-21
562269,181
562270,480
562271,151
562272,60
562273,697
562274,271
562275,362
562276,690
562277,20
562278,0
562279,0
C562280,-12
C562281,-30
562282,1222
562283,388
562284,204
562285,0
562286,618
562287,60
562290,124
562313,385
562332,300
562339,64
562340,310
562341,100
562342,154
562343,0
562344,0
562345,756
562346,264
562347,119
562348,3480
562349,168
562350,38
562351,132
562352,0
562353,1334
562354,12
562355,96
562365,88
562366,72
C562367,-3
562368,132
562369,613
562370,766
562371,533
562372,684
562373,238
562374,3180
C562375,-3180
562376,186
562377,566
562378,643
562379,110
562380,320
562381,408
562382,0
562383,0
562384,0
562385,0
562386,0
562387,151
562388,106
562389,120
562390,0
562391,0
562392,363
562393,788
562416,266
562417,1423
562418,273
562419,221
562420,1355
562421,0
562422,36
C562423,-36
562424,12
C562425,-4
562426,24
562427,241
562428,4
562429,326
562430,94
562431,37
562432,538
562433,552
562434,210
562435,202
562436,0
562437,285
C562438,-18
562439,12840
562440,192
562441,136
562442,64
562443,600
562444,232
562445,261
562446,96
562447,432
562448,873
562449,144
562450,506
562451,174
562452,142
562453,192
562454,178
562455,230
562456,252
562457,78
562458,384
562459,456
562460,179
562461,157
562462,394
562463,0
562464,0
562465,488
562466,172
562467,150
562468,100
562490,123
C562514,-11
C562515,-43
562516,320
562517,252
562518,180
562519,119
562520,78
562521,248
C562522,-12
562523,284
562524,219
562525,66
562526,128
562527,288
562528,694
562529,18
562530,15
562531,48
562532,15
562533,10
562534,654
562535,228
562536,4
562537,518
562538,420
562539,235
562540,574
562541,816
562542,152
562543,392
562544,0
562545,96
562546,0
562547,0
562548,0
562549,391
562550,72
562551,137
562552,6
562553,1328
562555,206
562558,464
C562559,-37
562560,1178
C562561,-125
562562,216
562563,156
562564,167
562565,85
562566,214
562567,12
562568,76
562569,53
562570,215
562571,103
562572,0
562573,44
562574,408
562575,171
562576,150
C562577,-1
562578,68
562579,469
562580,224
562581,88
C562582,-50
562583,45
562584,138
562585,100
562586,186
562587,1091
562588,1
562589,76
562590,24
562591,24
562592,160
562593,397
C562594,-24
562595,72
562596,164
C562597,-6
562598,224
562599,125
562600,108
C562601,0
562602,724
562603,54
562604,140
562605,347
562606,0
562607,450
562608,2201
562609,160
562610,1132
562611,568
562612,125
C562613,-9
562614,17
562615,158
562616,160
C562617,-8
C562618,-18
562619,103
C562620,-5
562621,282
C562622,-48
C562623,-4
C562647,-3155
C562648,-7
562649,181
562650,80
C562651,-12
562652,496
562653,0
C562657,-4
C562661,-12
562670,518
562680,152
562688,990
C562687,-13
562701,334
562708,257
C562709,-23
562710,298
562711,238
562712,260
562713,508
562714,0
562715,1900
562716,1038
562717,1287
562718,122
562719,49
562720,22
562721,114
562722,756
562725,243
C562726,-6
562727,369
C562728,-126
562729,84
562730,252
562732,182
562733,766
562767,214
562768,228
562769,160
562770,806
562771,564
562772,520
C562773,-57
562774,263
562775,430
562776,153
562777,264
562778,192
562779,265
562780,105
562781,164
562782,70
562783,138
562784,177
562785,0
C562786,-250
562787,208
562788,242
562789,7797
562790,0
562791,182
562792,39
C562793,-57
C562794,-4
C562795,-23
C562796,-64
C562797,-8
C562798,-12
C562799,-2
C562800,-4
C562801,-3
C562802,-8
C562803,0
562804,488
562805,3
562806,86
562807,638
C562808,0
562809,85
562810,48
C562811,-336
562812,36
562838,196
562839,87
562840,127
562841,274
562842,208
562843,1498
562844,716
C562845,-5
562846,3758
562847,214
C562848,-16
562849,188
562850,1440
562851,52
562852,284
562853,70
562854,244
562855,0
C562876,-2
562878,76
562879,36
562880,2818
562881,254
562882,254
562883,6
C562884,-9
562885,36
562886,69
C562887,-20
562888,239
C562889,-6
562890,208
562891,72
562892,197
562893,332
562894,164
562902,82
562907,247
562908,366
C562909,-11
C562910,0
C562911,-15
562912,123
562913,142
562914,170
C562915,-49
562916,27
562917,0
562918,371
562919,12
562920,32
C562921,-34
562922,430
562923,236
562924,78
562925,564
562926,204
562928,672
562929,90
562930,230
562931,132
562932,128
562933,2359
562934,1581
562935,1140
562936,91
562937,1
C562938,-1121
562939,428
562940,300
562941,12
562942,155
C562943,-9
562944,288
562945,0
562946,2500
562947,344
562948,96
562949,470
562950,142
562951,193
C562952,-106
C562953,-13
C562954,-8
562955,15684
C562956,-14
C562957,-6
C562958,-3
C562959,-6
562960,242
C562961,-35
C562962,-7
562963,71
562964,473
562965,428
562966,360
562967,200
562968,192
C562969,-3
562973,920
562980,1256
562984,287
C562992,-16
562999,167
563011,80
563012,172
563013,134
563014,272
563015,0
563016,399
563017,302
563018,76
563019,400
563020,464
563021,167
563022,186
563023,403
563024,186
563025,1
563026,246
563027,5
563028,67
563029,696
563030,123
563031,88
563032,164
563033,112
563034,190
563035,156
563036,282
563037,291
563038,652
563060,39
563061,286
563062,87
C563068,-6
563070,271
563071,239
C563072,-1
563073,146
563074,6234
563075,186
563076,12112
563078,352
563079,12
563080,28
563088,39
563089,224
563090,188
563091,216
563092,12
563093,1184
563094,445
563095,176
563096,214
563097,251
563098,1042
563099,128
563100,953
563101,0
563102,0
563103,114
563104,260
563105,0
563106,0
C563107,-33
563108,0
C563109,-14
563110,326
563111,258
563112,142
563137,131
563147,12
563148,0
563149,96
563150,183
563155,83
563160,39
563161,88
563162,286
563163,768
563164,384
563165,400
563166,610
563167,119
563168,116
563169,499
563170,126
563171,158
563172,97
563173,320
563174,220
563175,240
563176,64
563177,65
563178,156
563179,434
563180,138
563181,136
563182,92
563183,670
563184,111
A563185,11062
A563186,-11062
A563187,-11062
563188,216
563189,308
563190,5
563191,244
563192,256
563193,1246
563194,281
563195,1403
563196,107
C563197,-3
563198,284
563199,132
563200,115
563201,72
563202,44
563203,308
563204,159
563205,197
563206,131
C563207,-14
563208,30
563209,295
563210,188
563211,244
563212,130
563213,160
563214,307
563215,104
563216,210
563217,92
C563218,-1
C563219,-11
C563220,-18
C563221,-12
C563222,-3
C563223,-19
C563224,-4
C563225,-434
C563226,-15
563227,456
563228,48
563229,10
563230,253
563231,111
C563232,-9
563233,2
563234,132
563235,0
563236,10
563237,108
563238,492
563239,45
C563240,0
563241,776
563242,442
563243,44
563244,0
563245,381
563246,436
563247,72
563248,141
C563249,0
563250,48
563251,136
563252,249
563253,418
563254,0
563255,90
563256,372
563257,226
C563258,-18
563259,464
563260,0
563261,84
563262,476
563264,175
563268,88
563288,784
563300,158
563328,75
563333,89
563345,84
563346,120
563347,178
563348,364
563349,183
563350,238
563351,1410
563352,358
563353,742
563354,94
563355,268
563356,282
563357,40
563358,179
563359,0
563360,560
563361,84
563362,56
C563363,-12
563364,151
563365,16
563366,118
563367,267
563368,98
563369,156
563370,236
563371,194
563372,12
563373,104
563374,276
C563375,-58
563376,194
563377,287
563381,96
563382,92
563383,15
563384,113
563404,2369
563411,0
563425,394
563426,22
563427,99
563428,248
563429,246
563430,670
563431,66
563432,245
C563433,-7
563434,362
563435,308
563436,16
563437,96
563438,84
563439,2735
563440,0
563441,122
563442,202
563443,148
563444,537
563445,0
C563446,-4
563447,0
563448,194
563449,0
563450,658
563451,84
563452,0
563453,0
563454,149
C563459,-39
563465,96
563467,8
563468,50
563476,270
563477,130
563480,2
563482,28
C563483,-17
563498,236
563499,70
563500,252
563501,8
563502,394
563503,63
563504,356
563505,486
563506,88
563507,24
563508,240
563509,156
563510,678
563518,156
563522,448
563532,1820
563533,94
563534,230
C563535,-612
C563536,-413
C563537,-793
563538,204
563540,354
563543,569
563544,240
563545,8
563546,253
563547,482
563548,206
563549,3857
563550,402
563551,108
563552,230
C563553,-5
C563554,-2
563555,391
563556,270
563557,1996
563558,1170
563559,24
563560,48
563561,671
563562,424
563563,5360
563564,380
563565,711
563566,320
563567,203
563568,0
563569,489
C563570,-23
563571,59
563572,257
563573,2
563574,124
563575,2084
563576,106
C563577,-2105
563578,236
563579,1
563580,210
563584,560
563585,228
C563586,-6
C563587,-10
563588,784
563589,2240
563590,11734
C563591,-4
C563592,-9
C563593,-206
C563594,-10
C563595,-10
C563596,-18
563597,4
C563598,-6
C563599,-11
C563600,-53
C563601,-3
C563602,-9
C563603,-14
C563604,-14
C563605,-2
C563606,-46
C563607,-6
C563608,-8
C563609,-8
C563610,-4
C563611,-3
C563612,-3
563613,3331
563614,15864
563615,230
563616,0
563617,304
563618,64
563619,234
563620,184
563621,391
563622,160
563623,1104
563626,422
563638,1466
563650,0
563652,0
C563655,-300
563656,251
563657,40
563658,504
563659,800
563660,192
563661,270
563662,354
563674,184
563680,222
563684,576
563685,99
563686,414
563687,8
563688,326
563689,93
563690,227
563691,275
563692,243
C563693,-9
563694,155
563695,193
563696,126
563697,89
563698,200
563699,488
563700,0
563701,0
563702,0
563703,69
563704,0
563705,190
563706,247
563707,106
563708,192
563709,231
563710,40
563711,86
563712,196
563714,427
563715,0
C563716,-2
563717,14
563718,460
563719,288
563720,226
563721,64
563722,230
563723,218
563726,258
563727,288
563728,140
563729,636
563730,344
563731,74
563732,542
563733,414
563734,139
563735,200
563736,304
563737,127
563738,73
563739,32
563740,60
563741,209
563742,256
563743,85
563744,156
563745,764
563746,130
563747,328
563748,173
563749,428
563750,152
C563751,-4
C563752,-11
563753,366
563754,234
563755,176
563756,472
563764,86
563771,110
C563773,-24
563776,209
563808,366
563812,36
563818,350
563819,1320
563820,10
563821,160
563822,226
563830,84
563831,72
563832,80
563833,220
563834,136
563835,160
563836,44
563837,262
C563838,-12
563839,96
563840,56
563841,252
563842,330
563843,74
563844,174
563845,96
563846,318
563847,112
563848,668
563849,106
563850,100
563851,12
563852,141
563853,144
563854,327
563855,472
C563856,0
563857,105
563858,250
563890,81
563891,48
563892,16
563893,19
C563894,-8
563895,372
563896,352
563897,106
563898,80
C563899,-15
563900,800
563901,12
563902,200
563903,158
563904,224
563905,218
563906,334
563907,252
563908,195
563909,576
563910,333
563911,320
563912,754
563913,399
563914,200
563915,129
563916,319
563917,436
C563918,-1
563919,48
563920,347
563921,14
563922,87
563923,24
563924,473
563925,98
563926,300
563927,80
563928,522
563929,82
563930,6
563931,639
563932,32
563933,411
563934,50
563935,237
563936,172
563937,576
563938,272
563939,76
563940,612
563941,249
563942,94
563943,476
563944,1056
563945,16
563946,247
563947,168
C563948,-18
563949,252
563950,864
563951,426
563952,541
563953,204
563954,1024
563955,60
563956,80
563981,8
563982,128
564016,244
564017,174
564018,0
564019,302
564020,260
564021,16
564022,176
564023,76
564034,168
564037,66
564038,106
564039,322
564040,48
564041,32
564042,182
564043,34
564044,135
564045,928
564046,800
564047,0
564048,32
564049,56
564050,441
564051,242
564052,180
564053,220
564054,3300
564055,272
564056,335
564057,418
564058,132
564059,252
564060,302
564061,769
564062,780
C564063,-3
564065,1006
564066,152
564067,24
564075,66
564076,384
564077,134
564078,302
564079,488
C564081,-1500
564082,72
564083,253
C564084,-7
564085,50
564086,160
564087,2311
564088,314
564089,280
564090,246
564091,287
564092,274
564093,876
C564094,-10
564095,142
564096,296
C564104,-35
C564108,-4
564109,0
C564131,-16
564132,408
564133,212
C564134,-19
564135,361
564136,188
564137,455
C564138,-41
564139,166
564140,218
564141,443
C564142,-3
564143,134
564144,48
564145,242
564146,384
564147,520
564148,48
564149,276
564150,1055
564158,138
564159,54
564160,192
564161,105
564162,290
564163,12
564164,0
564165,476
564166,245
564167,768
564168,81
564169,288
564170,102
564171,284
564172,487
564173,601
564174,282
564181,194
564182,368
C564183,-72
564184,416
564185,11
564186,411
564187,154
564188,87
564189,194
564190,270
564191,176
564192,246
564195,244
564196,15
564197,291
564198,77
564199,198
564200,62
564201,386
564202,54
564203,160
C564204,-3
564205,6
C564206,-6
C564207,-4
C564208,-13
C564209,-5
C564210,-2
C564211,-12
C564212,-12
C564213,-5
C564214,-14
C564215,-4
564216,220
C564217,-31
C564218,0
564219,432
564220,0
564221,4774
564222,224
564223,191
564224,210
564225,432
564226,128
564227,246
564228,12
564229,0
564230,4562
564231,90
C564232,-8
564246,292
564248,296
564256,350
C564257,0
564268,197
564272,0
C564276,-80
C564279,-291
C564281,-17
C564299,-44
564300,234
564301,567
564302,124
564303,296
564304,109
564305,880
564306,940
564307,78
564308,269
564309,28
564310,1516
564311,900
564312,2664
564313,106
564314,181
564315,96
564316,296
564317,202
564318,87
564319,84
C564320,-9
564321,143
564322,1639
564323,1300
564324,480
564325,0
564326,56
564327,706
564328,280
564329,86
564330,165
C564331,-18
564332,296
564333,72
564334,120
564335,324
564336,65
564337,114
564338,12
564339,100
C564340,-4527
564342,325
C564341,-6662
564346,491
564350,92
564351,912
564352,214
564353,1022
564354,12
564355,254
564356,525
564357,273
564358,83
564359,240
564360,278
564361,18
C564362,-37
564363,131
564364,12
564365,94
564366,341
564367,162
C564368,0
564369,256
564370,82
564371,230
564372,665
564373,276
564374,66
564375,480
564376,268
